date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-08-14,Matthew Liberatore,STL,STL @ CHC,2026-08-14T14:20:00+00:00,main,CHC,Mixed,0.91,18,87.2,8.418251194776273,9.853529,26.697736,23.9,,,4.76,4.5,115,-147,4.5,100,-128,4.5,-147,DK,0.26,No call,residual +0.26 > -0.75,Projected,4.0,Pass,6,5.1,,,Final,OVER,
2026-08-14,Clay Holmes,CHC,STL @ CHC,2026-08-14T14:20:00+00:00,main,CHC,Mixed,0.91,9,52.2,7.6898737890448166,9.178744,27.294686000000002,20.0,,,,3.5,-150,117,3.5,-136,106,3.5,117,DK,,Watch List,GS=9 < 10,Projected,4,Fail,3,6.2,,,Final,UNDER,
2026-08-14,Sandy Alcantara,MIA,MIA @ CIN,2026-08-14T18:10:00+00:00,main,CIN,Mixed,0.91,19,123.2,6.695417927444703,10.005408000000001,25.797729000000004,22.0,,,4.95,5.5,-141,111,5.5,-125,-102,5.5,111,DK,-0.55,No call,residual -0.55 > -0.75; best Under 111 (DK) > -130,Projected,15.0,Pass,2,7.0,,,Final,UNDER,
2026-08-14,Chase Burns,CIN,MIA @ CIN,2026-08-14T18:10:00+00:00,main,CIN,Mixed,0.91,18,102.2,10.344156100388467,14.132379,28.145498000000003,31.1,,,5.34,6.5,-105,-121,6.5,-106,-120,6.5,-120,FD,-1.16,No call,best Under -120 (FD) > -130,Projected,15.0,Pass,8,7.0,,,Final,OVER,
2026-08-14,Jake Bennett,BOS,BOS @ PIT,2026-08-14T18:40:00+00:00,main,PIT,Mixed,0.91,8,47.2,6.608391960965241,11.908396999999999,25.801527,21.7,,,,4.5,127,-163,4.5,124,-158,4.5,-163,DK,,Watch List,GS=8 < 10,Projected,1,Fail,6,4.0,,,Final,OVER,
2026-08-14,Bubba Chandler,PIT,BOS @ PIT,2026-08-14T18:40:00+00:00,main,PIT,Mixed,0.91,17,89.2,7.929368507637905,9.954457,24.137931000000002,23.7,,,4.63,4.5,116,-148,4.5,116,-148,4.5,-148,DK,0.13,No call,residual +0.13 > -0.75,Projected,1.0,Pass,5,5.0,,,Final,OVER,
2026-08-14,Sean Newcomb,CWS,CWS @ DET,2026-08-14T18:40:00+00:00,main,DET,Mixed,0.91,1,52.1,8.770702128681618,9.482759,30.172413999999996,25.8,,,,,,,,,,,,,,Watch List,GS=1 < 10,Projected,1,Fail,2,1.1,,,Final,,
2026-08-14,Jackson Jobe,DET,CWS @ DET,2026-08-14T18:40:00+00:00,main,DET,Mixed,0.91,,,,,,,,,,4.5,-114,-112,4.5,-111,-115,4.5,-112,DK,,Watch List,Not in FG dashboard cohort,Projected,1,Fail,4,3.2,,,Final,UNDER,
2026-08-14,Andrew Alvarez,WSN,WSN @ NYM,2026-08-14T19:10:00+00:00,late,NYM,Mixed,0.91,6,47,9.765958239450514,11.288344,27.852760999999997,,,,,4.5,120,-153,4.5,118,-150,4.5,-153,DK,,Watch List,GS=6 < 10,Projected,12,Fail,4,5.2,,,Final,UNDER,
2026-08-14,Robert Stock,NYM,WSN @ NYM,2026-08-14T19:10:00+00:00,late,NYM,Mixed,0.91,,,,,,,,,,3.5,-156,122,3.5,-154,120,3.5,122,DK,,Watch List,Not in FG dashboard cohort,Projected,12,Fail,5,4.1,,,Final,OVER,
2026-08-14,Michael King,SDP,SDP @ CLE,2026-08-14T19:10:00+00:00,late,CLE,Mixed,0.91,19,108.1,7.64307728192032,10.283073,27.383015999999998,,,,4.95,4.5,127,-162,3.5,-160,124,4.5,-162,DK,0.45,No call,residual +0.45 > -0.75,Projected,0.0,Pass,4,6.0,,,Final,UNDER,
2026-08-14,Gavin Williams,CLE,SDP @ CLE,2026-08-14T19:10:00+00:00,late,CLE,Mixed,0.91,19,113.1,10.641176948151395,13.244296,31.274345999999998,,,,5.73,7.5,116,-148,7.5,124,-160,7.5,-160,FD,-1.77,Under,"Gate PASS: residual -1.77 ≤ -0.75, qualifying Under -160 (FD), Rule 5 pass, PPD ≤ 50%",Projected,0.0,Pass,5,4.1,,,Final,UNDER,BF WIN
2026-08-14,TBD,OAK,TEX @ OAK,2026-08-14T21:40:00+00:00,late,OAK,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,,,,,,,no box score match
2026-08-14,Steven Matz,TBR,BAL @ TBR,2026-08-14T19:10:00+00:00,late,TBR,Mixed,0.91,10,53,6.9622642762213705,8.932462,24.727669,,,,4.86,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,1,1.0,,,Final,,
2026-08-14,Brandon Pfaadt,ARI,ARI @ ATL,2026-08-14T19:15:00+00:00,late,ATL,Mixed,0.91,5,48.1,7.2620694431482145,10.065359,26.666667,,,,,3.5,-109,-117,3.5,-113,-113,3.5,-113,FD,,Watch List,GS=5 < 10,Projected,3,Fail,7,7.0,,,Final,OVER,
2026-08-14,Gerrit Cole,NYY,NYY @ TOR,2026-08-14T19:15:00+00:00,late,TOR,Mixed,0.91,9,49,8.63265306122449,7.911803000000001,28.015563999999998,,,,,5.5,123,-158,5.5,126,-162,5.5,-162,FD,,Watch List,GS=9 < 10,Projected,0,Fail,5,6.0,,,Final,UNDER,
2026-08-14,Shane Bieber,TOR,NYY @ TOR,2026-08-14T19:15:00+00:00,late,TOR,Mixed,0.91,,,,,,,,,,5.5,122,-156,5.5,134,-172,5.5,-172,FD,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,5,6.0,,,Final,UNDER,
2026-08-14,George Kirby,SEA,SEA @ HOU,2026-08-14T20:10:00+00:00,late,HOU,Mixed,0.91,18,110,8.018181818181818,10.964649,26.243259000000002,,,,5.21,4.5,-148,116,4.5,-160,124,4.5,124,FD,0.71,No call,residual +0.71 > -0.75; best Under 124 (FD) > -130,Projected,0.0,Pass,2,4.2,,,Final,UNDER,
2026-08-14,Peter Lambert,HOU,SEA @ HOU,2026-08-14T20:10:00+00:00,late,HOU,Mixed,0.91,14,80,8.325,10.454545,24.69697,,,,5.3,4.5,-142,111,4.5,-148,116,4.5,116,FD,0.8,No call,residual +0.80 > -0.75; best Under 116 (FD) > -130,Projected,0.0,Pass,6,5.0,,,Final,OVER,
2026-08-14,Seth Lugo,KCR,KCR @ LAA,2026-08-14T21:38:00+00:00,late,LAA,Mixed,0.91,18,100.2,7.152318061482968,7.5729359999999994,25.263811000000004,,,,4.73,4.5,-126,-101,4.5,-132,104,4.5,104,FD,0.23,No call,residual +0.23 > -0.75; best Under 104 (FD) > -130,Projected,0.0,Pass,4,4.2,,,Final,UNDER,
2026-08-14,Grayson Rodriguez,LAA,KCR @ LAA,2026-08-14T21:38:00+00:00,late,LAA,Mixed,0.91,6,25.2,8.415585249426234,8.282828,25.050505,,,,,4.5,-160,125,5.5,128,-164,4.5,-164,FD,,Watch List,GS=6 < 10,Projected,0,Fail,5,4.0,,,Final,OVER,
2026-08-14,Kumar Rocker,TEX,TEX @ OAK,2026-08-14T21:40:00+00:00,late,OAK,Mixed,0.91,15,84.1,7.897233499264378,11.289199,25.43554,,,,4.96,4.5,119,-151,4.5,100,-128,4.5,-151,DK,0.46,No call,residual +0.46 > -0.75,Projected,0.0,Pass,3,5.0,,,Final,UNDER,
2026-08-14,Robert Gasser,MIL,MIL @ LAD,2026-08-14T22:10:00+00:00,late,LAD,Mixed,0.91,8,43.1,8.307692551471785,10.235131,26.970954000000003,,,,,4.5,114,-146,4.5,108,-138,4.5,-146,DK,,Watch List,GS=8 < 10,Projected,0,Fail,7,6.1,,,Final,OVER,
2026-08-14,Yoshinobu Yamamoto,LAD,MIL @ LAD,2026-08-14T22:10:00+00:00,late,LAD,Mixed,0.91,16,104.2,8.598726323576674,12.202954,28.002569,,,,5.75,6.5,-128,100,6.5,-128,100,6.5,100,DK,-0.75,No call,best Under 100 (DK) > -130,Projected,0.0,Pass,9,6.0,,,Final,OVER,
2026-08-14,Kyle Freeland,COL,COL @ SFG,2026-08-14T22:15:00+00:00,late,SFG,Mixed,0.91,16,82,7.682926829268292,10.522442999999999,26.342898999999996,,,,4.76,5.5,124,-159,5.5,130,-166,5.5,-166,FD,-0.74,No call,residual -0.74 > -0.75,Projected,1.0,Pass,2,8.0,,,Final,UNDER,
2026-08-14,Landen Roupp,SFG,COL @ SFG,2026-08-14T22:15:00+00:00,late,SFG,Mixed,0.91,18,97,9.649484536082474,10.305124000000001,27.576281,,,,5.32,5.5,-115,-111,5.5,-111,-115,5.5,-111,DK,-0.18,No call,residual -0.18 > -0.75; best Under -111 (DK) > -130,Projected,1.0,Pass,5,5.2,,,Final,UNDER,
2026-08-14,Chris Bassitt,BAL,BAL @ TBR,2026-08-14T19:10:00+00:00,late,TBR,Mixed,0.91,10,56.1,5.911242636907694,8.580184000000001,24.208376,,,,4.55,3.5,128,-163,2.5,-188,146,3.5,-163,DK,1.05,No call,residual +1.05 > -0.75,Projected,0.0,Pass,3,5.1,,,Final,UNDER,
2026-08-14,Chris Sale,ATL,ARI @ ATL,2026-08-14T19:15:00+00:00,late,ATL,Mixed,0.91,16,95,10.610526315789473,13.350616,30.848995000000002,,,,5.81,6.5,100,-128,6.5,-106,-120,6.5,-120,FD,-0.69,No call,residual -0.69 > -0.75; best Under -120 (FD) > -130,Projected,3.0,Pass,9,6.0,,,Final,OVER,
