date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-07-21,Kendry Rojas,MIN,MIN @ CLE,2026-07-21T18:40:00+00:00,main,CLE,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,21,Fail,2,2.1,,,Final,,
2026-07-21,Parker Messick,CLE,MIN @ CLE,2026-07-21T18:40:00+00:00,main,CLE,Mixed,0.91,18,106,9.254717647244266,11.306991,26.686929999999997,24.6,,,5.68,5.5,120,-153,5.5,120,-154,5.5,-154,FD,0.18,No call,residual +0.18 > -0.75,Projected,21.0,Pass,6,5.2,,,Final,OVER,
2026-07-21,Justin Wrobleski,LAD,LAD @ PHI,2026-07-21T18:40:00+00:00,main,PHI,Mixed,0.91,15,100.1,6.5481730894258865,8.837857,25.956855,20.1,,,5.03,5.5,107,-137,5.5,106,-136,5.5,-137,DK,-0.47,No call,residual -0.47 > -0.75; PPD 62.0% > 50%,Projected,62.0,Pass,7,6.1,,,Final,OVER,
2026-07-21,Zack Wheeler,PHI,LAD @ PHI,2026-07-21T18:40:00+00:00,main,PHI,Mixed,0.91,14,87,10.137931034482758,12.675018,26.97126,30.8,,,5.75,6.5,-146,114,6.5,-140,110,6.5,114,DK,-0.75,No call,best Under 114 (DK) > -130; PPD 62.0% > 50%,Projected,62.0,Pass,9,7.0,,,Final,OVER,
2026-07-21,Bubba Chandler,PIT,PIT @ NYY,2026-07-21T19:05:00+00:00,late,NYY,Mixed,0.91,17,89.2,7.929368507637905,9.954457,24.137931000000002,,,,4.77,,,,,,,,,,,No call,no residual; no Under price,Projected,15.0,Pass,,,,,,,no box score match
2026-07-21,Will Warren,NYY,PIT @ NYY,2026-07-21T19:05:00+00:00,late,NYY,Mixed,0.91,18,93.1,9.064286208250111,9.240506,27.911392000000003,,,,5.22,,,,,,,,,,,No call,no residual; no Under price,Projected,15.0,Pass,,,,,,,no box score match
2026-07-21,Drew Rasmussen,TBR,TBR @ TOR,2026-07-21T19:07:00+00:00,late,TOR,Mixed,0.91,18,99.1,8.879195085522701,11.010363,27.396373,,,,5.28,4.5,-126,-101,4.5,-118,-108,4.5,-101,DK,0.78,No call,residual +0.78 > -0.75; best Under -101 (DK) > -130,Projected,0.0,Pass,5,5.0,,,Final,OVER,
2026-07-21,Kevin Gausman,TOR,TBR @ TOR,2026-07-21T19:07:00+00:00,late,TOR,Mixed,0.91,19,106.1,9.141066267967405,12.820513,27.464387000000002,,,,5.25,5.5,-101,-126,5.5,102,-130,5.5,-130,FD,-0.25,No call,residual -0.25 > -0.75,Projected,0.0,Pass,1,3.1,,,Final,UNDER,
2026-07-21,Kyle Bradish,BAL,BAL @ BOS,2026-07-21T19:10:00+00:00,late,BOS,Mixed,0.91,18,100.2,9.029801552622247,10.654762,27.440476000000004,,,,5.38,,,,,,,,,,,No call,no residual; no Under price,Projected,37.0,Pass,,,,,,,no box score match
2026-07-21,Ranger Suarez,BOS,BAL @ BOS,2026-07-21T19:10:00+00:00,main,BOS,Mixed,0.91,17,91.1,9.55839469288149,10.428177,27.555249,23.3,,,5.24,5.5,-121,-106,5.5,-128,100,5.5,100,FD,-0.26,No call,residual -0.26 > -0.75; best Under 100 (FD) > -130; PPD 62.0% > 50%,Projected,62.0,Pass,,,,,,,no box score match
2026-07-21,Walker Buehler,SDP,SDP @ ATL,2026-07-21T19:15:00+00:00,late,ATL,Mixed,0.91,18,87,8.275862068965518,8.474576,26.440678000000002,,,,4.75,3.5,-166,130,3.5,-146,114,3.5,130,DK,1.25,No call,residual +1.25 > -0.75; best Under 130 (DK) > -130,Projected,1.0,Pass,3,5.2,,,Final,UNDER,
2026-07-21,Reynaldo López,ATL,SDP @ ATL,2026-07-21T19:15:00+00:00,late,ATL,Mixed,0.91,8,56.2,8.100000363518227,9.184726999999999,26.109391,,,,,4.5,117,-149,4.5,118,-150,4.5,-150,FD,,Watch List,GS=8 < 10,Projected,1,Fail,6,4.1,,,Final,OVER,
2026-07-21,Tyler Mahle,SFG,SFG @ KCR,2026-07-21T19:40:00+00:00,late,KCR,Mixed,0.91,14,71,8.746478873239436,8.931553000000001,26.711184999999997,,,,4.65,4.5,127,-163,4.5,132,-170,4.5,-170,FD,0.15,No call,residual +0.15 > -0.75,Projected,0.0,Pass,4,5.0,,,Final,UNDER,
2026-07-21,Luinder Avila,KCR,SFG @ KCR,2026-07-21T19:40:00+00:00,late,KCR,Mixed,0.91,8,51.2,8.187097177178028,8.949011,26.53486,,,,,3.5,-151,118,3.5,-154,122,3.5,122,FD,,Watch List,GS=8 < 10,Projected,0,Fail,7,6.1,,,Final,OVER,
2026-07-21,Zac Thornton,NYM,NYM @ MIL,2026-07-21T19:40:00+00:00,late,MIL,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,2,6.0,,,Final,,
2026-07-21,Brandon Sproat,MIL,NYM @ MIL,2026-07-21T19:40:00+00:00,late,MIL,Mixed,0.91,15,79,9.569620715255772,10.610465,26.81686,,,,5.53,4.5,-157,123,4.5,-174,136,4.5,136,FD,1.03,No call,residual +1.03 > -0.75; best Under 136 (FD) > -130,Projected,0.0,Pass,4,4.2,,,Final,UNDER,
2026-07-21,Framber Valdez,DET,DET @ CHC,2026-07-21T20:05:00+00:00,late,CHC,Mixed,0.91,19,107.2,7.27244599221164,9.010601,26.383981000000002,,,,4.77,4.5,-127,100,4.5,-128,100,4.5,100,DK,0.27,No call,residual +0.27 > -0.75; best Under 100 (DK) > -130,Projected,8.0,Pass,1,0.2,,,Final,UNDER,
2026-07-21,David Peterson,CHC,DET @ CHC,2026-07-21T20:05:00+00:00,late,CHC,CS-Dependent,0.9,11,82.1,7.651822335050781,9.302325999999999,26.017442000000003,,,,5.9,4.5,100,-128,4.5,104,-132,4.5,-132,FD,1.4,No call,residual +1.40 > -0.75,Projected,8.0,Pass,4,6.2,,,Final,UNDER,
2026-07-21,Noah Schultz,CWS,CWS @ TEX,2026-07-21T20:05:00+00:00,late,TEX,Mixed,0.91,10,48,8.0625,8.784597,26.594465,,,,4.82,4.5,110,-140,4.5,112,-142,4.5,-142,FD,0.32,No call,residual +0.32 > -0.75,Projected,0.0,Pass,2,3.2,,,Final,UNDER,
2026-07-21,Kumar Rocker,TEX,CWS @ TEX,2026-07-21T20:05:00+00:00,late,TEX,Mixed,0.91,15,84.1,7.897233499264378,11.289199,25.43554,,,,4.99,4.5,-154,121,4.5,-156,122,4.5,122,FD,0.49,No call,residual +0.49 > -0.75; best Under 122 (FD) > -130,Projected,0.0,Pass,6,6.0,,,Final,OVER,
2026-07-21,Tyler Phillips,MIA,MIA @ HOU,2026-07-21T20:10:00+00:00,late,HOU,Mixed,0.91,8,74,6.689189534016663,11.120472000000001,28.727884999999997,,,,,3.5,-104,-122,3.5,104,-132,3.5,-132,FD,,Watch List,GS=8 < 10,Projected,0,Fail,2,4.1,,,Final,UNDER,
2026-07-21,Tatsuya Imai,HOU,MIA @ HOU,2026-07-21T20:10:00+00:00,late,HOU,Mixed,0.91,13,52,10.9038469537476,12.707721999999999,28.054741,,,,4.95,5.5,113,-144,5.5,120,-154,5.5,-154,FD,-0.55,No call,residual -0.55 > -0.75,Projected,0.0,Pass,8,6.0,,,Final,OVER,
2026-07-21,Carson Palmquist,WSN,WSN @ COL,2026-07-21T20:40:00+00:00,late,COL,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,9,Fail,2,1.2,,,Final,,
2026-07-21,Michael Lorenzen,COL,WSN @ COL,2026-07-21T20:40:00+00:00,late,COL,Mixed,0.91,19,92,7.043478844972598,8.204518,25.683709999999998,,,,4.1,3.5,-115,-111,3.5,102,-130,3.5,-130,FD,0.6,No call,residual +0.60 > -0.75,Projected,9.0,Pass,5,3.2,,,Final,OVER,
2026-07-21,Matthew Liberatore,STL,STL @ LAA,2026-07-21T21:38:00+00:00,late,LAA,Mixed,0.91,18,87.2,8.418251194776273,9.853529,26.697736,,,,4.81,5.5,119,-152,5.5,124,-160,5.5,-160,FD,-0.69,No call,residual -0.69 > -0.75,Projected,1.0,Pass,7,5.1,,,Final,OVER,
2026-07-21,Walbert Ureña,LAA,STL @ LAA,2026-07-21T21:38:00+00:00,late,LAA,Mixed,0.91,15,81.1,8.631147878332133,11.598303,27.652051,,,,5.32,4.5,121,-154,4.5,122,-156,4.5,-156,FD,0.82,No call,residual +0.82 > -0.75,Projected,1.0,Pass,5,6.0,,,Final,OVER,
2026-07-21,Jack Perkins,OAK,OAK @ ARI,2026-07-21T21:40:00+00:00,late,ARI,Mixed,0.91,6,57.2,11.236995458547279,12.36715,28.985507,,,,,4.5,-109,-117,4.5,-102,-125,4.5,-117,DK,,Watch List,GS=6 < 10,Projected,0,Fail,4,5.0,,,Final,UNDER,
2026-07-21,Kohl Drake,ARI,OAK @ ARI,2026-07-21T21:40:00+00:00,late,ARI,Mixed,0.91,,,,,,,,,,3.5,-149,116,,,,3.5,116,DK,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,5,5.0,,,Final,OVER,
2026-07-21,Chase Burns,CIN,CIN @ SEA,2026-07-21T21:40:00+00:00,late,SEA,Mixed,0.91,18,102.2,10.344156100388467,14.132379,28.145498000000003,,,,5.74,6.5,-153,120,6.5,-156,122,6.5,122,FD,-0.76,No call,best Under 122 (FD) > -130,Projected,0.0,Pass,6,5.0,,,Final,UNDER,
2026-07-21,Luis Castillo,SEA,CIN @ SEA,2026-07-21T21:40:00+00:00,late,SEA,Mixed,0.91,14,82.2,8.383065064153772,11.111111,24.242424,,,,5.65,5.5,-119,-107,5.5,-125,-102,5.5,-102,FD,0.15,No call,residual +0.15 > -0.75; best Under -102 (FD) > -130,Projected,0.0,Pass,3,7.0,,,Final,UNDER,
2026-07-21,Eduardo Rivera,BOS,BAL @ BOS,2026-07-21T19:10:00+00:00,late,BOS,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,37,Fail,,,,,,,no box score match
