date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-08-27,Gabriel Hughes,COL,COL @ WSN,2026-08-27T13:05:00+00:00,main,WSN,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,6,Fail,3,5.0,,,Final,,
2026-08-27,Jake Irvin,WSN,COL @ WSN,2026-08-27T13:05:00+00:00,main,WSN,Mixed,0.91,11,51.2,10.10322630375161,10.432034,27.291885999999998,22.6,,,4.94,,,,,,,,,,,No call,no residual; no Under price,Projected,6.0,Pass,6,4.1,,,Final,,
2026-08-27,Trevor Rogers,BAL,BAL @ STL,2026-08-27T14:15:00+00:00,main,STL,Mixed,0.91,17,90.1,6.874539132461781,10.645375999999999,25.881569999999996,23.5,,,4.34,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,7,5.0,,,Final,,
2026-08-27,Gordon Graceffo,STL,BAL @ STL,2026-08-27T14:15:00+00:00,main,STL,Mixed,0.91,0,45,4.800001220703435,6.046512,21.085271,17.5,,,,,,,,,,,,,,Watch List,GS=0 < 10,Projected,0,Fail,4,3.0,,,Final,,
2026-08-27,Hayden Wesneski,HOU,HOU @ NYY,2026-08-27T19:05:00+00:00,main,NYY,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,15,Fail,6,5.0,,,Final,,
2026-08-27,Gerrit Cole,NYY,HOU @ NYY,2026-08-27T19:05:00+00:00,main,NYY,Mixed,0.91,9,49,8.63265306122449,7.911803000000001,28.015563999999998,23.1,,,,,,,,,,,,,,Watch List,GS=9 < 10,Projected,15,Fail,5,6.0,,,Final,,
2026-08-27,Noah Cameron,KCR,KCR @ TOR,2026-08-27T19:07:00+00:00,main,TOR,Mixed,0.91,17,88.2,8.32330850940528,10.154242,25.642674,25.9,,,4.79,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,3,6.0,,,Final,,
2026-08-27,Spencer Arrighetti,TOR,KCR @ TOR,2026-08-27T19:07:00+00:00,main,TOR,Mixed,0.91,15,82,8.890243902439025,9.805335,27.253064,26.2,,,5.24,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,4,4.0,,,Final,,
2026-08-27,Jacob Misiorowski,MIL,MIL @ NYM,2026-08-27T19:10:00+00:00,main,NYM,Mixed,0.91,18,111,13.54054054054054,17.208183,34.777377,38.1,,,6.33,,,,,,,,,,,No call,no residual; no Under price,Projected,14.0,Pass,6,6.0,,,Final,,
2026-08-27,Sean Manaea,NYM,MIL @ NYM,2026-08-27T19:10:00+00:00,main,NYM,Mixed,0.91,6,75,8.880000451660178,9.730539,25.523952,22.9,,,,,,,,,,,,,,Watch List,GS=6 < 10,Projected,14,Fail,3,5.2,,,Final,,
2026-08-27,Yoshinobu Yamamoto,LAD,LAD @ ATL,2026-08-27T19:15:00+00:00,main,ATL,Mixed,0.91,16,104.2,8.598726323576674,12.202954,28.002569,25.9,,,5.95,,,,,,,,,,,No call,no residual; no Under price,Projected,4.0,Pass,8,6.1,,,Final,,
2026-08-27,Chris Sale,ATL,LAD @ ATL,2026-08-27T19:15:00+00:00,main,ATL,Mixed,0.91,16,95,10.610526315789473,13.350616,30.848995000000002,30.2,,,5.81,,,,,,,,,,,No call,no residual; no Under price,Projected,4.0,Pass,11,9.0,,,Final,,
2026-08-27,Jose Cabrera,ARI,ARI @ SFG,2026-08-27T21:45:00+00:00,main,SFG,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,1,Fail,4,4.1,,,Final,,
2026-08-27,Landen Roupp,SFG,ARI @ SFG,2026-08-27T21:45:00+00:00,main,SFG,Mixed,0.91,18,97,9.649484536082474,10.305124000000001,27.576281,24.0,,,5.32,,,,,,,,,,,No call,no residual; no Under price,Projected,1.0,Pass,3,5.0,,,Final,,
