date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-08-11,Tanner Bibee,CLE,CLE @ DET,2026-08-11T18:40:00+00:00,main,DET,Mixed,0.91,19,106.1,7.109718208419093,10.863005000000001,27.519613999999997,23.9,,,4.83,4.5,-118,-108,4.5,-113,-115,4.5,-108,DK,0.33,No call,residual +0.33 > -0.75; best Under -108 (DK) > -130,Projected,10.0,Pass,4,6.1,,,Final,UNDER,
2026-08-11,Drew Anderson,DET,CLE @ DET,2026-08-11T18:40:00+00:00,main,DET,Mixed,0.91,2,54.2,11.195123253231893,13.592233,28.694713999999998,29.6,,,,3.5,119,-151,3.5,112,-142,3.5,-151,DK,,Watch List,GS=2 < 10,Projected,10,Fail,4,4.0,,,Final,OVER,
2026-08-11,Paul Skenes,PIT,PIT @ MIA,2026-08-11T18:40:00+00:00,main,MIA,Mixed,0.91,19,103,10.74757281553398,13.078704,26.446758999999997,28.6,,,5.87,6.5,-151,118,6.5,-146,114,6.5,118,DK,-0.63,No call,residual -0.63 > -0.75; best Under 118 (DK) > -130,Projected,0.0,Pass,4,5.0,,,Final,UNDER,
2026-08-11,Eury Pérez,MIA,PIT @ MIA,2026-08-11T18:40:00+00:00,main,MIA,Mixed,0.91,15,79.2,10.054393626397221,13.664122,25.877863,29.1,,,5.44,6.5,-103,-123,6.5,100,-128,6.5,-123,DK,-1.06,No call,best Under -123 (DK) > -130,Projected,0.0,Pass,7,7.0,,,Final,OVER,
2026-08-11,Shota Imanaga,CHC,CHC @ WSN,2026-08-11T18:45:00+00:00,main,WSN,Mixed,0.91,18,103,8.737864077669903,14.499999999999998,28.625,27.9,,,5.17,5.5,-101,-127,5.5,102,-130,5.5,-130,FD,-0.33,No call,residual -0.33 > -0.75,Projected,13.0,Pass,5,4.2,,,Final,UNDER,
2026-08-11,TBD,WSN,CHC @ WSN,2026-08-11T18:45:00+00:00,main,WSN,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,13,Fail,,,,,,,no box score match
2026-08-11,Bryan Woo,SEA,SEA @ NYY,2026-08-11T19:05:00+00:00,late,NYY,Mixed,0.91,18,104.1,8.798722473667253,11.667724,25.871909,,,,5.35,6.5,114,-146,6.5,120,-154,6.5,-154,FD,-1.15,Under,"Gate PASS: residual -1.15 ≤ -0.75, qualifying Under -154 (FD), Rule 5 pass, PPD ≤ 50%",Projected,6.0,Pass,5,5.0,,,Final,UNDER,BF WIN
2026-08-11,Ryan Weathers,NYY,SEA @ NYY,2026-08-11T19:05:00+00:00,late,NYY,Mixed,0.91,17,92.1,10.137184673939215,11.263916,29.7315,,,,5.7,6.5,119,-152,6.5,124,-158,6.5,-158,FD,-0.8,Under,"Gate PASS: residual -0.80 ≤ -0.75, qualifying Under -158 (FD), Rule 5 pass, PPD ≤ 50%",Projected,6.0,Pass,4,5.2,,,Final,UNDER,BF WIN
2026-08-11,Patrick Sandoval,BOS,BOS @ TOR,2026-08-11T19:07:00+00:00,late,TOR,Mixed,0.91,,,,,,,,,,4.5,-104,-123,4.5,106,-136,4.5,-136,FD,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,4,6.0,,,Final,UNDER,
2026-08-11,Dylan Cease,TOR,BOS @ TOR,2026-08-11T19:07:00+00:00,late,TOR,Mixed,0.91,17,98.1,13.545763412515074,14.950553,31.355439,,,,5.74,7.5,-147,115,7.5,-148,116,7.5,116,FD,-1.76,No call,best Under 116 (FD) > -130,Projected,0.0,Pass,7,5.0,,,Final,UNDER,
2026-08-11,Nolan McLean,NYM,NYM @ ATL,2026-08-11T19:15:00+00:00,late,ATL,Mixed,0.91,18,101.1,10.480263683934648,9.751773,29.078014000000003,,,,5.46,5.5,-139,109,5.5,-150,118,5.5,118,FD,-0.04,No call,residual -0.04 > -0.75; best Under 118 (FD) > -130,Projected,6.0,Pass,3,6.0,,,Final,UNDER,
2026-08-11,Martín Pérez,ATL,NYM @ ATL,2026-08-11T19:15:00+00:00,late,ATL,Mixed,0.91,14,81.1,6.8606557645198,8.814353,27.457098000000002,,,,4.74,3.5,-142,111,3.5,-136,106,3.5,111,DK,1.24,No call,residual +1.24 > -0.75; best Under 111 (DK) > -130,Projected,6.0,Pass,2,6.0,,,Final,UNDER,
2026-08-11,Brandon Young,BAL,BAL @ MIN,2026-08-11T19:40:00+00:00,late,MIN,Mixed,0.91,14,77.1,7.215517715948547,10.505213,25.42101,,,,4.66,4.5,120,-153,4.5,126,-162,4.5,-162,FD,0.16,No call,residual +0.16 > -0.75,Projected,4.0,Pass,4,6.0,,,Final,UNDER,
2026-08-11,Bailey Ober,MIN,BAL @ MIN,2026-08-11T19:40:00+00:00,late,MIN,Mixed,0.91,13,71.2,6.404651390063313,9.312839,25.587703,,,,4.58,4.5,121,-154,4.5,114,-146,4.5,-154,DK,0.08,No call,residual +0.08 > -0.75,Projected,4.0,Pass,4,6.0,,,Final,UNDER,
2026-08-11,Nick Lodolo,CIN,CIN @ CWS,2026-08-11T19:40:00+00:00,late,CWS,Mixed,0.91,11,57.2,7.1791910680513356,8.919722,25.470763,,,,4.7,4.5,-121,-105,4.5,-113,-113,4.5,-105,DK,0.2,No call,residual +0.20 > -0.75; best Under -105 (DK) > -130,Projected,7.0,Pass,5,4.0,,,Final,OVER,
2026-08-11,Sean Burke,CWS,CIN @ CWS,2026-08-11T19:40:00+00:00,late,CWS,Mixed,0.91,14,98.2,9.668919168135131,10.552451999999999,29.236499,,,,6.08,7.5,107,-136,7.5,112,-142,7.5,-142,FD,-1.42,Under,"Gate PASS: residual -1.42 ≤ -0.75, qualifying Under -142 (FD), Rule 5 pass, PPD ≤ 50%",Projected,7.0,Pass,8,7.0,,,Final,OVER,BF LOSS
2026-08-11,Cristopher Sánchez,PHI,PHI @ STL,2026-08-11T19:45:00+00:00,late,STL,Mixed,0.91,19,120.1,10.24653782922371,15.222221999999999,31.333333000000003,,,,5.54,6.5,119,-152,5.5,-140,110,6.5,-152,DK,-0.96,Under,"Gate PASS: residual -0.96 ≤ -0.75, qualifying Under -152 (DK), Rule 5 pass, PPD ≤ 50%",Projected,1.0,Pass,7,6.0,,,Final,OVER,BF LOSS
2026-08-11,Andre Pallante,STL,PHI @ STL,2026-08-11T19:45:00+00:00,late,STL,Mixed,0.91,18,100,6.48,8.439587,26.836673,,,,4.3,3.5,-105,-121,3.5,-106,-120,3.5,-120,FD,0.8,No call,residual +0.80 > -0.75; best Under -120 (FD) > -130,Projected,1.0,Pass,2,6.0,,,Final,UNDER,
2026-08-11,Cody Bradford,TEX,TEX @ LAA,2026-08-11T21:38:00+00:00,late,LAA,Mixed,0.91,,,,,,,,,,5.5,127,-162,5.5,128,-164,5.5,-164,FD,,Watch List,Not in FG dashboard cohort,Projected,1,Fail,1,7.0,,,Final,UNDER,
2026-08-11,Ryan Johnson,LAA,TEX @ LAA,2026-08-11T21:38:00+00:00,late,LAA,Mixed,0.91,5,28.1,7.623529753899507,12.572534,25.918762,,,,,3.5,-161,126,4.5,130,-166,3.5,-166,FD,,Watch List,GS=5 < 10,Projected,1,Fail,5,4.1,,,Final,OVER,
2026-08-11,Tomoyuki Sugano,COL,COL @ ARI,2026-08-11T21:40:00+00:00,late,ARI,Mixed,0.91,16,84.1,5.122529953215826,7.592191,23.210411999999998,,,,5.06,2.5,-149,116,2.5,-132,104,2.5,116,DK,2.56,No call,residual +2.56 > -0.75; best Under 116 (DK) > -130,Projected,0.0,Pass,5,6.0,,,Final,OVER,
2026-08-11,Mitch Bratt,ARI,COL @ ARI,2026-08-11T21:40:00+00:00,late,ARI,Mixed,0.91,,,,,,,,,,4.5,-112,-113,4.5,-111,-115,4.5,-113,DK,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,4,6.0,,,Final,UNDER,
2026-08-11,Nick Martinez,TBR,TBR @ OAK,2026-08-11T21:40:00+00:00,late,OAK,Mixed,0.91,17,100,5.49,8.351026000000001,25.548478000000003,,,,4.23,3.5,110,-140,3.5,118,-150,3.5,-150,FD,0.73,No call,residual +0.73 > -0.75,Projected,0.0,Pass,5,9.0,,,Final,OVER,
2026-08-11,Mason Barnett,OAK,TBR @ OAK,2026-08-11T21:40:00+00:00,late,OAK,Mixed,0.91,0,20.1,9.29508254849059,9.166667,26.944444,,,,,3.5,106,-135,3.5,104,-132,3.5,-135,DK,,Watch List,GS=0 < 10,Projected,0,Fail,0,4.0,,,Final,UNDER,
2026-08-11,Kyle Harrison,MIL,MIL @ SDP,2026-08-11T21:40:00+00:00,late,SDP,Mixed,0.91,17,83.2,10.864542162907883,13.374486,30.246914000000004,,,,5.59,5.5,101,-129,5.5,110,-140,5.5,-140,FD,0.09,No call,residual +0.09 > -0.75,Projected,1.0,Pass,3,4.2,,,Final,UNDER,
2026-08-11,Walker Buehler,SDP,MIL @ SDP,2026-08-11T21:40:00+00:00,late,SDP,Mixed,0.91,18,87,8.275862068965518,8.474576,26.440678000000002,,,,4.64,4.5,125,-159,4.5,122,-156,4.5,-159,DK,0.14,No call,residual +0.14 > -0.75,Projected,1.0,Pass,5,6.0,,,Final,OVER,
2026-08-11,Hunter Brown,HOU,HOU @ SFG,2026-08-11T21:45:00+00:00,late,SFG,Mixed,0.91,6,29.1,10.738636829143733,9.594096,28.413284,,,,,5.5,-162,126,5.5,-146,114,5.5,126,DK,,Watch List,GS=6 < 10,Projected,1,Fail,4,5.0,,,Final,UNDER,
2026-08-11,Michael Wacha,KCR,KCR @ LAD,2026-08-11T22:10:00+00:00,late,LAD,Mixed,0.91,19,119.1,7.240223772282255,9.162451,25.857223,,,,5.03,4.5,103,-132,4.5,102,-130,4.5,-132,DK,0.53,No call,residual +0.53 > -0.75,Projected,1.0,Pass,5,6.2,,,Final,OVER,
2026-08-11,Blake Snell,LAD,KCR @ LAD,2026-08-11T22:10:00+00:00,late,LAD,Mixed,0.91,,,,,,,,,,5.5,-161,126,6.5,124,-160,5.5,-160,FD,,Watch List,Not in FG dashboard cohort,Projected,1,Fail,10,6.0,,,Final,OVER,
2026-08-11,Carson Whisenhunt,SFG,HOU @ SFG,2026-08-11T21:45:00+00:00,late,SFG,Mixed,0.91,,,,,,,,,,3.5,-127,100,3.5,-118,-108,3.5,100,DK,,Watch List,Not in FG dashboard cohort,Projected,1,Fail,2,5.2,,,Final,UNDER,
