date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-08-26,Freddy Peralta,TBR,TBR @ DET,2026-08-26T13:10:00+00:00,main,DET,Mixed,0.91,19,100,8.820000672912649,10.987791,25.138735,25.3,,,5.08,,,,,,,,,,,No call,no residual; no Under price,Projected,3.0,Pass,4,6.0,,,Final,,
2026-08-26,Troy Melton,DET,TBR @ DET,2026-08-26T13:10:00+00:00,main,DET,Mixed,0.91,8,49.1,7.47972992251963,10.903874,24.964132,25.3,,,,,,,,,,,,,,Watch List,GS=8 < 10,Projected,3,Fail,4,7.0,,,Final,,
2026-08-26,Matthew Boyd,CHC,CHC @ ARI,2026-08-26T15:40:00+00:00,main,ARI,Mixed,0.91,8,39.2,9.983193917359035,13.777778,29.481481,23.5,,,,,,,,,,,,,,Watch List,GS=8 < 10,Projected,0,Fail,5,6.0,,,Final,,
2026-08-26,Eduardo Rodriguez,ARI,CHC @ ARI,2026-08-26T15:40:00+00:00,main,ARI,Mixed,0.91,18,108,6.166666666666667,7.81893,24.57378,20.5,,,4.47,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,9,7.0,,,Final,,
2026-08-26,Nick Lodolo,CIN,CIN @ SFG,2026-08-26T15:45:00+00:00,main,SFG,Mixed,0.91,11,57.2,7.1791910680513356,8.919722,25.470763,22.4,,,4.61,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,5,4.0,,,Final,,
2026-08-26,Landen Roupp,SFG,CIN @ SFG,2026-08-26T15:45:00+00:00,main,SFG,Mixed,0.91,18,97,9.649484536082474,10.305124000000001,27.576281,24.0,,,5.32,,,,,,,,,,,No call,no residual; no Under price,Projected,0.0,Pass,,,,,,,no box score match
2026-08-26,Joey Cantillo,CLE,CLE @ LAA,2026-08-26T16:07:00+00:00,main,LAA,Mixed,0.91,19,96,9,12.719564,30.163537,29.9,,,5.2,,,,,,,,,,,No call,no residual; no Under price,Projected,1.0,Pass,1,6.0,,,Final,,
2026-08-26,Grayson Rodriguez,LAA,CLE @ LAA,2026-08-26T16:07:00+00:00,main,LAA,Mixed,0.91,6,25.2,8.415585249426234,8.282828,25.050505,24.5,,,,,,,,,,,,,,Watch List,GS=6 < 10,Projected,1,Fail,4,5.2,,,Final,,
2026-08-26,Bubba Chandler,PIT,PIT @ SDP,2026-08-26T16:10:00+00:00,main,SDP,Mixed,0.91,17,89.2,7.929368507637905,9.954457,24.137931000000002,22.8,,,4.8,,,,,,,,,,,No call,no residual; no Under price,Projected,1.0,Pass,3,5.2,,,Final,,
2026-08-26,Randy Vásquez,SDP,PIT @ SDP,2026-08-26T16:10:00+00:00,main,SDP,Mixed,0.91,16,84,6.428571647527274,9.014675,23.759609,19.4,,,4.42,,,,,,,,,,,No call,no residual; no Under price,Projected,1.0,Pass,2,5.0,,,Final,,
