date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-07-28,Slade Cecconi,CLE,CLE @ CIN,2026-07-28T13:40:00+00:00,main,CIN,Mixed,0.91,19,99,7,8.379888000000001,25.574177999999996,20.1,,,4.65,4.5,-114,-112,4.5,-113,-113,4.5,-112,DK,0.15,No call,residual +0.15 > -0.75; best Under -112 (DK) > -130,Projected,0.0,Pass,2,3.2,,,Final,UNDER,
2026-07-28,Chase Burns,CIN,CLE @ CIN,2026-07-28T13:40:00+00:00,main,CIN,Mixed,0.91,18,102.2,10.344156100388467,14.132379,28.145498000000003,31.1,,,5.34,6.5,-107,-119,6.5,104,-132,6.5,-132,FD,-1.16,Under,"Gate PASS: residual -1.16 ≤ -0.75, qualifying Under -132 (FD), Rule 5 pass, PPD ≤ 50%",Projected,0.0,Pass,4,5.0,,,Final,UNDER,BF WIN
2026-07-28,Gavin Williams,CLE,CLE @ CIN,2026-07-28T19:10:00+00:00,late,CIN,Mixed,0.91,19,113.1,10.641176948151395,13.244296,31.274345999999998,,,,5.73,7.5,-140,110,7.5,-125,-102,7.5,110,DK,-1.77,No call,best Under 110 (DK) > -130,Projected,1.0,Pass,12,7.0,,,Final,OVER,
2026-07-28,TBD,CIN,CLE @ CIN,2026-07-28T19:10:00+00:00,main,CIN,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,1,Fail,,,,,,,no box score match
2026-07-28,Dean Kremer,BAL,BAL @ DET,2026-07-28T18:40:00+00:00,main,DET,Mixed,0.91,4,22,9.818181818181818,12.9683,29.971182000000002,31.4,,,,4.5,-157,123,4.5,-156,122,4.5,123,DK,,Watch List,GS=4 < 10,Projected,0,Fail,4,4.0,,,Final,UNDER,
2026-07-28,Troy Melton,DET,BAL @ DET,2026-07-28T18:40:00+00:00,main,DET,Mixed,0.91,8,49.1,7.47972992251963,10.903874,24.964132,24.5,,,,5.5,-129,101,5.5,-130,102,5.5,102,FD,,Watch List,GS=8 < 10,Projected,0,Fail,5,7.0,,,Final,UNDER,
2026-07-28,Brandon Pfaadt,ARI,ARI @ PIT,2026-07-28T18:40:00+00:00,main,PIT,Mixed,0.91,5,48.1,7.2620694431482145,10.065359,26.666667,21.0,,,,3.5,-151,118,3.5,-148,116,3.5,118,DK,,Watch List,GS=5 < 10,Projected,3,Fail,4,7.0,,,Final,OVER,
2026-07-28,Bubba Chandler,PIT,ARI @ PIT,2026-07-28T18:40:00+00:00,main,PIT,Mixed,0.91,17,89.2,7.929368507637905,9.954457,24.137931000000002,23.4,,,4.63,3.5,-153,120,3.5,-160,124,3.5,124,FD,1.13,No call,residual +1.13 > -0.75; best Under 124 (FD) > -130,Projected,3.0,Pass,3,4.0,,,Final,UNDER,
2026-07-28,Griffin Jax,TBR,TEX @ TBR,2026-07-28T18:40:00+00:00,main,TBR,Mixed,0.91,13,65,9.415385029809732,13.581489,29.778672,30.5,,,5.21,5.5,-101,-127,5.5,104,-132,5.5,-132,FD,-0.29,No call,residual -0.29 > -0.75,Projected,0.0,Pass,10,5.2,,,Final,OVER,
2026-07-28,Aaron Nola,PHI,PHI @ MIA,2026-07-28T18:40:00+00:00,main,MIA,Mixed,0.91,18,92,9.195652173913043,11.44094,29.128015,25.9,,,5.1,5.5,126,-161,5.5,124,-160,5.5,-161,DK,-0.4,No call,residual -0.40 > -0.75,Projected,0.0,Pass,4,5.2,,,Final,UNDER,
