date,pitcher,team,matchup,time,slate,park,classification,multiplier,GS,IP,K/9,SwStr%,CSW%,Whiff%,K%,BB%,Proj Ks,DK Line,DK Over,DK Under,FD Line,FD Over,FD Under,Best Line,Best Under,Best Under Book,Residual,BF Call,BF Reason,Lineup Confirmed,PPD%,Rule 5,Actual Ks,Actual IP,Actual BF,Outs Recorded,Final Score,Result,Notes
2026-08-02,Zack Wheeler,PHI,PHI @ BAL,2026-08-02T13:35:00+00:00,main,BAL,Mixed,0.91,14,87,10.137931034482758,12.675018,26.97126,31.7,,,5.55,7.5,-112,-114,7.5,-111,-115,7.5,-114,DK,-1.95,No call,best Under -114 (DK) > -130,Projected,24.0,Pass,3,2.0,,,Completed Early,UNDER,
2026-08-02,Kyle Bradish,BAL,PHI @ BAL,2026-08-02T13:35:00+00:00,main,BAL,Mixed,0.91,18,100.2,9.029801552622247,10.654762,27.440476000000004,23.8,,,5.19,5.5,-114,-112,5.5,-108,-120,5.5,-112,DK,-0.31,No call,residual -0.31 > -0.75; best Under -112 (DK) > -130,Projected,24.0,Pass,3,3.0,,,Completed Early,UNDER,
2026-08-02,Cade Cavalli,WSN,WSN @ ATL,2026-08-02T13:35:00+00:00,main,ATL,Mixed,0.91,19,92.2,10.197842006486907,11.006879,29.018136,26.0,,,5.38,5.5,127,-162,4.5,-158,124,5.5,-162,DK,-0.12,No call,residual -0.12 > -0.75,Projected,5.0,Pass,3,6.0,,,Final,UNDER,
2026-08-02,JR Ritchie,ATL,WSN @ ATL,2026-08-02T13:35:00+00:00,main,ATL,Mixed,0.91,7,45,8.400000534057652,8.723135,25.031606,24.2,,,,4.5,120,-154,4.5,120,-148,4.5,-154,DK,,Watch List,GS=7 < 10,Projected,5,Fail,4,4.0,,,Final,UNDER,
2026-08-02,Matthew Liberatore,STL,STL @ TOR,2026-08-02T13:37:00+00:00,main,TOR,Mixed,0.91,18,87.2,8.418251194776273,9.853529,26.697736,24.0,,,4.58,3.5,-144,112,3.5,-156,122,3.5,122,FD,1.08,No call,residual +1.08 > -0.75; best Under 122 (FD) > -130,Projected,0.0,Pass,7,6.0,,,Final,OVER,
2026-08-02,Max Scherzer,TOR,STL @ TOR,2026-08-02T13:37:00+00:00,main,TOR,Mixed,0.91,6,22,5.7272727272727275,7.746479000000001,20.657277,16.0,,,,3.5,-153,120,3.5,-160,124,3.5,124,FD,,Watch List,GS=6 < 10,Projected,0,Fail,5,6.0,,,Final,OVER,
2026-08-02,Merrill Kelly,ARI,ARI @ CLE,2026-08-02T13:40:00+00:00,main,CLE,Mixed,0.91,16,93.2,5.6690392998268235,9.533469,24.070318,20.3,,,4.37,3.5,-132,104,3.5,-118,-108,3.5,104,DK,0.87,No call,residual +0.87 > -0.75; best Under 104 (DK) > -130,Projected,27.0,Pass,5,5.0,,,Final,OVER,
2026-08-02,Gavin Williams,CLE,ARI @ CLE,2026-08-02T13:40:00+00:00,main,CLE,Mixed,0.91,19,113.1,10.641176948151395,13.244296,31.274345999999998,30.5,,,5.73,6.5,-134,105,6.5,-130,102,6.5,105,DK,-0.77,No call,best Under 105 (DK) > -130,Projected,27.0,Pass,10,5.2,,,Final,OVER,
2026-08-02,Mitch Keller,PIT,PIT @ CIN,2026-08-02T13:40:00+00:00,main,CIN,Mixed,0.91,19,103.1,6.706451943007534,8.669476,24.683925000000002,20.9,,,4.65,4.5,-133,105,4.5,-130,102,4.5,105,DK,0.15,No call,residual +0.15 > -0.75; best Under 105 (DK) > -130,Projected,10.0,Pass,2,2.0,,,Final,UNDER,
2026-08-02,Chase Burns,CIN,PIT @ CIN,2026-08-02T13:40:00+00:00,main,CIN,Mixed,0.91,18,102.2,10.344156100388467,14.132379,28.145498000000003,30.9,,,5.34,6.5,-130,102,6.5,-122,-104,6.5,102,DK,-1.16,No call,best Under 102 (DK) > -130,Projected,10.0,Pass,9,6.0,,,Final,OVER,
2026-08-02,Anthony Kay,CWS,CWS @ TBR,2026-08-02T13:40:00+00:00,main,TBR,Mixed,0.91,17,89.1,7.152985558249081,9.541284,25.504587,24.7,,,4.6,4.5,129,-165,4.5,126,-162,4.5,-165,DK,0.1,No call,residual +0.10 > -0.75,Projected,0.0,Pass,3,6.1,,,Final,UNDER,
2026-08-02,Griffin Jax,TBR,CWS @ TBR,2026-08-02T13:40:00+00:00,main,TBR,Mixed,0.91,13,65,9.415385029809732,13.581489,29.778672,30.8,,,5.21,6.5,116,-148,6.5,108,-138,6.5,-148,DK,-1.29,Under,"Gate PASS: residual -1.29 ≤ -0.75, qualifying Under -148 (DK), Rule 5 pass, PPD ≤ 50%",Projected,0.0,Pass,8,5.0,,,Final,OVER,BF LOSS
2026-08-02,Sandy Alcantara,MIA,MIA @ NYM,2026-08-02T13:40:00+00:00,main,NYM,Mixed,0.91,19,123.2,6.695417927444703,10.005408000000001,25.797729000000004,22.0,,,4.95,4.5,-137,107,4.5,-136,106,4.5,107,DK,0.45,No call,residual +0.45 > -0.75; best Under 107 (DK) > -130,Projected,0.0,Pass,5,6.0,,,Final,OVER,
2026-08-02,Robert Stock,NYM,MIA @ NYM,2026-08-02T13:40:00+00:00,main,NYM,Mixed,0.91,,,,,,,,,,,,,,,,,,,,Watch List,Not in FG dashboard cohort,Projected,0,Fail,4,5.0,,,Final,,
2026-08-02,Kumar Rocker,TEX,TEX @ HOU,2026-08-02T14:10:00+00:00,main,HOU,Mixed,0.91,15,84.1,7.897233499264378,11.289199,25.43554,25.8,,,5.02,4.5,-124,-103,4.5,-136,106,4.5,106,FD,0.52,No call,residual +0.52 > -0.75; best Under 106 (FD) > -130,Projected,0.0,Pass,5,5.1,,,Final,OVER,
2026-08-02,Peter Lambert,HOU,TEX @ HOU,2026-08-02T14:10:00+00:00,main,HOU,Mixed,0.91,14,80,8.325,10.454545,24.69697,25.1,,,5.3,5.5,-134,105,5.5,-120,-106,5.5,105,DK,-0.2,No call,residual -0.20 > -0.75; best Under 105 (DK) > -130,Projected,0.0,Pass,8,5.2,,,Final,OVER,
2026-08-02,Gerrit Cole,NYY,NYY @ CHC,2026-08-02T14:20:00+00:00,main,CHC,Mixed,0.91,9,49,8.63265306122449,7.911803000000001,28.015563999999998,23.4,,,,6.5,106,-135,6.5,102,-130,6.5,-135,DK,,Watch List,GS=9 < 10,Projected,0,Fail,5,5.2,,,Final,UNDER,
2026-08-02,Colin Rea,CHC,NYY @ CHC,2026-08-02T14:20:00+00:00,main,CHC,Mixed,0.91,15,94.2,6.654929756243256,8.486384,24.88917,20.0,,,4.84,5.5,127,-161,5.5,134,-172,5.5,-172,FD,-0.66,No call,residual -0.66 > -0.75,Projected,0.0,Pass,7,6.0,,,Final,OVER,
2026-08-02,Seth Lugo,KCR,KCR @ COL,2026-08-02T15:10:00+00:00,main,COL,Mixed,0.91,18,100.2,7.152318061482968,7.5729359999999994,25.263811000000004,18.2,,,4.62,3.5,-154,120,4.5,118,-150,3.5,-150,FD,1.12,No call,residual +1.12 > -0.75,Projected,0.0,Pass,3,5.0,,,Final,UNDER,
2026-08-02,Kyle Freeland,COL,KCR @ COL,2026-08-02T15:10:00+00:00,main,COL,Mixed,0.91,16,82,7.682926829268292,10.522442999999999,26.342898999999996,22.4,,,4.56,4.5,114,-145,4.5,128,-164,4.5,-164,FD,0.06,No call,residual +0.06 > -0.75,Projected,0.0,Pass,8,9.0,,,Final,OVER,
2026-08-02,Jacob Misiorowski,MIL,MIL @ LAA,2026-08-02T15:15:00+00:00,main,LAA,Mixed,0.91,18,111,13.54054054054054,17.208183,34.777377,38.8,,,6.42,9.5,103,-131,9.5,106,-136,9.5,-136,FD,-3.08,Under,"Gate PASS: residual -3.08 ≤ -0.75, qualifying Under -136 (FD), Rule 5 pass, PPD ≤ 50%",Projected,0.0,Pass,10,7.0,,,Final,OVER,BF LOSS
2026-08-02,Walbert Ureña,LAA,MIL @ LAA,2026-08-02T15:15:00+00:00,main,LAA,Mixed,0.91,15,81.1,8.631147878332133,11.598303,27.652051,27.9,,,5.32,4.5,-137,108,4.5,-154,120,4.5,120,FD,0.82,No call,residual +0.82 > -0.75; best Under 120 (FD) > -130,Projected,0.0,Pass,7,6.0,,,Final,OVER,
2026-08-02,Keider Montero,DET,DET @ OAK,2026-08-02T16:05:00+00:00,main,OAK,Mixed,0.91,15,94.1,5.724381991960161,7.1267819999999995,24.606152,18.7,,,4.55,3.5,123,-158,3.5,116,-148,3.5,-158,DK,1.05,No call,residual +1.05 > -0.75,Projected,0.0,Pass,2,6.0,,,Final,UNDER,
